course_name,course_url,topics,skills,tools,syllabus_summary
Productize Your Service Business,https://maven.com/pamelaslim/discover-your-thumbprint-method,Business,A1: Strategy & Feasibility (30%),,"Class Project: Complete your Thumbprint Draft, Review These Videos Before Class 1, Thumbprint Method Summary for Review, Thumbprint Method Participant Workbook"
Prototype to Production: The AI PM Playbook,https://maven.com/aman-khan/thriving-as-an-ai-pm,"AI, Prototyping","A2: PRD & Specs (80%), A3: Eval & Iteration (80%), B3: Agents & RAG (80%), A1: Strategy & Feasibility (30%), A4: Shipping & Lifecycle (30%), B2: System Architecture (30%), A5 (80%)","Claude, Claude Code, Cursor, Lovable, Perplexity, Replit","Session 1: Building Your First AI Agent (Live Workshop), Session 2: Developing AI Product Intuition, Build your own agent, Assignment: Think like an AI PM - Tear down an AI product, Project: Write evals for your product, Set up observability and start to identify failure modes, Clone the AI Trip Planner Repo, Make Your First Change, Run the Application, Install Dependencies, Session 7: Optimizing Evals for Production, Setup Cursor, Install nvm (node version manager), See guest lectures from previous cohorts!, Get an OpenAI Key"
Prototyping with AI Bootcamp,https://maven.com/no-code-ai/prototyping-with-ai,"AI, Prototyping","A4: Shipping & Lifecycle (80%), A1: Strategy & Feasibility (30%), B2: System Architecture (30%), A5 (80%)","Bolt, ChatGPT, Claude, Claude Code, Cursor, Gemini, Lovable, Make, OpenAI API, Perplexity, Replit, Zapier, v0","Tech Stack and File Structures, Pre-Build Weekend Kickoff, Daily Build: Add Stripe Payments, Writing a Custom System Prompt, Plan your Build Weekend Project, What Deploying Means, Daily Build: Build a Time Zone Calculator App for Remote Teams, Daily Build: Ship Your First App in 5 Minutes, Connect External Services Using Zapier, First Mini Challenge: Lets Go!, Daily Build: Create a Landing Page in v0, Beginners Guide to Databases, Lovable Walkthrough, Build a Chrome Extension in Cursor, Using Component Libraries"
Punchy Messaging for B2B Tech Marketing,https://maven.com/emma-stratton/punchymessaging,"Copywriting, Marketing",,,"Live Workshop Workbook, Your summary Reference Guide for the whole course"
Python Forecasting Masterclass: From Foundations to State-of-the-Art,https://maven.com/forecasting/masterclass-with-sktime,Forecasting,,,
ROI of Data & AI: How to demonstrate & maximise your impact,https://maven.com/nick-zervoudis/dpm-value-course,Career Growth,"A1: Strategy & Feasibility (80%), A3: Eval & Iteration (80%), A4: Shipping & Lifecycle (80%), A2: PRD & Specs (30%)",ChatGPT,"Identify a key project or product you'll be working on during the course, Exercise: Stakeholder-PM interaction, Exercise: Case study 1 reflection, Case study 2 reflection, End of module reflection & action commitment, Start drafting your cost map, Case study 1: Top-down discovery project for complex operation, Warmup exercise, ICE & RICE example spreadsheet, (Optional) Introduce yourself in #intros, Case study 2: Applying Product Discovery skills in a project context, Schedule our first 1:1 call!, Bonus framework: Kano, Shreyas Doshi's LNO framework, Case study 2 - Nick's notes"
Rapid AI Traction for Senior Leadership Teams,https://maven.com/ten-past-tomorrow/rapid-ai-traction-for-senior-leadership-teams-25april,AI,"A1: Strategy & Feasibility (80%), A5 (30%)","Bolt, ChatGPT, Claude, Claude Code, Copilot, Cursor, Gemini, Lovable, Perplexity","AI Augmentation vs AI Automation (15 mins), Fundamental AI prompting skills (31 mins), Extra for Experts: The Baby-Mother Prompt (3 mins), Test your new prompting skills (10 mins), Your reflections on ""AI or Obsolete"" (10 mins), Build 4 prompts to show your strategic prompting skills (20 mins), Exploring AI's impact on your organisation with JobsGPT (20 mins), The four power uses of AI prompting skills for senior leaders (21 mins), The first-week AI-signals test (5 mins), Understanding reasoning vs non-reasoning models (15 mins), Revisit your personal AI perspective (2 mins), Chart your personal AI perspective (2 mins), The agentic leap (22 mins), AI is a change management challenge, not a technical one (22 mins), Final project: Your strategic memo (15 mins)"
Revenue Drivers: An AI Workshop for Sellers and Customer-Facing Teams,https://maven.com/lightship/revenuedrivers,GTM,A1: Strategy & Feasibility (30%),,"Session 1: Agenda, Session 2: Agenda, Session 3: Agenda"
Scale Business Intelligence with AI,https://maven.com/handshake/tech-bootcamp,AI,"B3: Agents & RAG (80%), A1: Strategy & Feasibility (30%), A3: Eval & Iteration (30%), B1: Models & Selection (30%), B2: System Architecture (30%)","ChatGPT, GPT-4, Hugging Face, Midjourney, Stable Diffusion","Sign up for our newsletter, Course syllabus, Peculiarities of AI Design, Builder communities for finding innovative AI applications, Walkthrough building agentic teams in Flowise, HumanFirst project, Share your Flowise app, Walkthrough for agentic bot building, Articles, Navigating the course content on Maven, All Generative AI terms, Suggested podcasts and channels, GenAI basics immersion, Task Decomposition, Async lesson: Hands-on development in HumanFirst"
Scale Your Leadership with the Executive Mindset,https://maven.com/toomanytrees/become-a-more-effective-executive,Leadership,C2 (80%),,"Please read my post on setting clear expectations (link below), Please read Chapter 4 (Accept Others) from my book (link below)., Optional resources if you want to go deeper, Articles on presence and confidence, Please read my summary of Patrick Lencioni's book The Advantage, (required) Posts on building influence skills, (optional) Q&A with Jon Williams, multiple-time CTO, on Influence and Politics, Please read the Introduction  chapter of my book."
Scratch to Scale: Large-Scale Training in the Modern World,https://maven.com/walk-with-code/scratch-to-scale,"AI, Developing AI Models, Machine Learning","B2: System Architecture (80%), B3: Agents & RAG (80%), A3: Eval & Iteration (30%), B1: Models & Selection (30%), A5 (30%)","Cursor, Hugging Face","Supplementary Lesson: Hooks, DiLoCo (Part 1), Back-propagation from Scratch, Capstone Project, Access Source Code, Get your compute credits, PREREQUISITE: Sylvain's Introduction, Async Tensor Parallelism, State of Research in AI, Inference Deep Dive, DiLoCo (Part 2), Arctic Long Sequence Training (Multi-Million Sequence Length), Expert Parallelism, Join the Discord, Source Code"
Self-Paced PM Interview Bootcamp: Product Sense & Analytical Thinking,https://maven.com/ben-erez/pm-interview,"Career Growth, Interviewing","A1: Strategy & Feasibility (80%), A3: Eval & Iteration (80%)",Copilot,"🎥 Ben's parting note on Week 3 and next steps (3 min), 🎥 Before the PS office hours with Brian (2 min), 💬 PS Office Hours with ex-Meta, ex-Google guest Brian Kemler (1 hour), 🎥 Intro to the second half of the syllabus (3 min), 💬 AT Office Hours with ex-Meta, ex-Google guest Brian Kemler (1 hour), 🎥 Before the PS simulation (1 min), 🎥 Before the PS case lecture (2 min), 📚 Recorded mocks with student who landed Meta offer (2 hours), 📚 AT Simulation: Ben answers FB Marketplace question as a candidate (1 hour), 📚 PS Simulation: Ben answers Volunteering question as a candidate (1 hour), 🤖 Practice for Analytical Thinking PM interviews with Ben's AI Copilot (40 min), Analytical Thinking Interview Template, 📚 PS Case: Design a product for volunteering (2 hours), 📫 Email Ben to get Copilot access, 📚 AT Case: How would you measure success for Facebook Marketplace? (2 hours)"
Senior Engineer to Lead: Grow and thrive in the role,https://maven.com/gregor-ojstersek/senior-engineer-to-lead,Leadership,C2 (80%),,"Mistakes that Gregor has made as a first time manager, Main differences between Tech Lead, Team Lead and Engineering Manager, Intro + About the course, Overview of career paths and different options available + what you can expect, My personal recommendation which path may be the right fit for you, Real world examples of how Gregor + others grew from engineers to lead roles"
Ship with Claude Code and Replit,https://maven.com/alpha-clarity/ship-with-claude-code-replit,"AI, Coding with AI, Programming, Prototyping","A2: PRD & Specs (30%), A4: Shipping & Lifecycle (30%), A5 (80%)","Claude, Claude Code, Replit","A1: Planning and project specs, A3: Hands on with Claude Code, A2: Hands on with Replit, A4: Demo Day Project and presentation, Send your github username to Aeint and Avthar in Slack"
Staff Designer: Influence & Lead as an Individual Contributor,https://maven.com/catt-small/staff-designer,"Communication, Leadership",C2 (80%),Figma,"Build your case, When to delegate work, A staff designer is not a design manager, Staff designer archetypes, Visioning step 2 - Outline the narrative, Time management tools, Change positions, Handle impostor syndrome and build executive presence, Project - Choose your staff designer archetype, Project - Org design reflection, Project - Account for your time, Project - Evaluate your network, Project - Build your influence plan, Project - Process opportunities, Project - Plan your vision"
Strategic Localization Certification,https://maven.com/global10x/strategicloc,"Influence, Localization",,,"Two 1:1 Consultation Calls, The Strategic Role of Localization, Communication Strategies, Driving Towards Success & Measuring Impact, Your Team's Manifesto, What's in Your Localization Toolbox?, Your International Customer Journey, Explaining Strategic Value, Identifying Your ROI, Mapping Your Strategy, Leveraging AI Technology, Creating Space for Your Initiatives, Strategic Solution Canvas, Managing Your Key Stakeholders, Ask Me Anything with Kevin & Pavel"
"Stronger Executive Presence:  Be Visible, Gain Influence, & Drive Your Career",https://maven.com/ethan-evans/executive-presence-influence,"Career Growth, Influence, Leadership",,,"FAQs, Ethan Evans AI"
Success Through Persuasive Storytelling,https://maven.com/zebu/persuasive-storytelling,"Influence, Storytelling",C1 (80%),,"Intel—Who is the Audience?, Getting ready for scripting, WB 2. Begin building a bank of stories, Feedback to your peers, Starbucks—Who is the Audience?, Setting yourself up for a successful course, Lesson - Structure of Stories, How You Communicate Today, Tell Us About You, 📖 Storytelling That Moves People, A Presentation That Didn’t Land, WB 4.2-4.4 Audience, Intent & Message, Provide feedback to your peer's script, Navigating the course content on Maven, Lesson - Storytelling Toolbox"
Systematically Improving RAG Applications,https://maven.com/applied-llms/rag-playbook,"AI, RAG","A3: Eval & Iteration (80%), B3: Agents & RAG (80%), A1: Strategy & Feasibility (30%), B1: Models & Selection (30%), B2: System Architecture (30%), A5 (30%)","ChatGPT, Claude, Claude Code, Copilot, Cursor, GPT-4, Gemini, Hugging Face, LangChain, LangGraph, OpenAI API","Join the Improving RAG Slack Community, FAQs: Office Hour (Nov20), Session 1: Tutorials, Lecture 6: Routing, Repos, Lexical Love: Rediscovering the Power of Text in RAG [John Berryman], FAQs: Office Hour 1 (Nov 24), Bonus Credits for NEW Students of Cohort 5, Study Notes: Shipping an Agent: Lessons from LangChain’s Own Deployment [Anika S, Session 2: Tutorials, Lecture 2: Finetuning Rerankers and Embeddings, Common Mistakes People Make with Evals [Hamel Husain], Inside Glean: Fine-Tuning Embedding Models for Optimized AI and Enterprise Searc, Lecture 4: Segmentation, Study Notes: Office Hour (Nov 20)"
Technical Foundations & AI Prototyping for Product Managers,https://maven.com/practical-tech-for-pms/tech-basics,"AI, APIs, Prototyping","A3: Eval & Iteration (80%), A4: Shipping & Lifecycle (80%), B2: System Architecture (80%), A1: Strategy & Feasibility (30%), A2: PRD & Specs (30%), B3: Agents & RAG (30%), A5 (80%)",Figma,"Rapid UI-only prototypes, Product Monitoring: SLOs, Tech 101: intro to Frontend, Backend, Services, APIs, Service Diagram for a Taxi app, Service Blueprint for a Taxi app, Right into a use case: Online bicycle shop, Product Quality: role of PMs in Testing, Reviving the prototype: adding databases, Product Monitoring: outages and Service Level Objectives (SLOs), Product Architecture: deep dive, New CEO's idea: one more end-to-end use case, Product API: deep dive, Reviving the prototype: adding external APIs, Final exam case: Music Streaming service, Product Monitoring: full metric tree"
The 20 Hour CEO,https://maven.com/christine-carrillo/the-20-hour-ceo,AI,C1 (80%),,
The AI & Learning Design Bootcamp,https://maven.com/learning-science-bootcamp-with-philippa/doms,AI,"A3: Eval & Iteration (80%), A1: Strategy & Feasibility (30%), A2: PRD & Specs (30%), A4: Shipping & Lifecycle (30%), B3: Agents & RAG (30%), D1: Communication & Influence (30%)","ChatGPT, Claude, Copilot, Custom GPTs, Gemini, NotebookLM, Perplexity","Efficiency vs Effectiveness — Part 3, AI-Powered Design, AI-Powered Development & Implementation, Terms & Conditions, AI for Efficiency vs AI for Effectiveness, Intro to Your Evaluation Capstone Project, AI Demo: an AI-Generated Notebook, Efficiency & Effectiveness - the Full Stack LXD, 🏋️ Round-Up & Stretch Work Week, Intro to Your Analysis Project"
The AI Builders guild,https://maven.com/angela-radcliffe/the-ai-builders-guild,"AI, Leadership, Prototyping","B3: Agents & RAG (80%), A1: Strategy & Feasibility (30%), A4: Shipping & Lifecycle (30%), A5 (80%)","ChatGPT, Claude, Claude Code, Copilot, Custom GPTs, Gemini, Lovable, Perplexity","Implementation Week, Build a master workflow that showcases your complete AI transformation, Replay and Transcript, Build a custom GPT that solves a real-world problem and saves hours weekly., AI Tool Library, Limiting and Eliminating AI Hallucinations, The AI Builders Toolkit: From AI User to AI Builder, Bonus: The Ultimate AI Chat Conversation Guide, AIBG Quick Reference Guide, Building your personal AI toolkit and prompts, Build a complete team training system with an implementation roadmap, Building an advanced prompt library that colleagues will want to copy., Build professional AI-generated content in your own voice, Build automated workflows that transforms how you handle routine processes, Build a data analysis system that provides ongoing business intelligence"
The AI Engineering Bootcamp,https://maven.com/aimakerspace/ai-eng-bootcamp,"AI, Bootcamp, Prototyping","A3: Eval & Iteration (80%), A4: Shipping & Lifecycle (80%), B2: System Architecture (80%), B3: Agents & RAG (80%), B1: Models & Selection (30%), A5 (80%)","ChatGPT, LangChain, LangGraph, OpenAI API","New Tools, Learning Outcomes, Recommended Reading, Vibe Check The AI Engineer Challenge, Build a Pythonic RAG application, Build a multi-agent application that generates reports using multiple teams, The Certification Challenge"
The AI Marketing System for Top Real Estate Agents,https://maven.com/matt-spangler/ai-for-real-estate,"AI, Marketing","A1: Strategy & Feasibility (30%), B1: Models & Selection (30%)","ChatGPT, Gemini","Brand Perception Survey, AI Terminology Cheat Sheet, Sign up for AI Pro accounts ($20 / month paid accounts), Essential Uploads, Daily Exercise 1, Daily Exercise 2, Daily Exercise 3, Daily Exercise 4A, Daily Exercise 6, Daily Exercise 5, Daily Exercise 7, Daily Exercise 8, Daily Exercise 11A, Daily Exercise 9, Daily Exercise 10"
The Anatomy of a Great Conversation,https://maven.com/tavis-smiley/thoagc2616feb,"Communication, Influence, Leadership",C1 (80%),,"Week 1 - REFERENCE MATERIALS, Week 2 - Lesson, EXTRAS, REFLECTION EXERCISES"
"The Art of SaaS, AI and Agentic Pricing",https://maven.com/saasy/monetization,Pricing,"A1: Strategy & Feasibility (30%), A2: PRD & Specs (30%)",,"Squarespace case study, Innovative Add-On and Bundling Tactics, Key Pricing and Packaging considerations for International pricing, The Obstacles to Impactful Pricing, Setting discounting rules, Key goals of discounting, Netflix case study, Consumption-based pricing - tariff structures, Crafting Effective Packaging Strategies, Value-Based Pricing Essentials, Consumption-based vs. User-based pricing, Kustomer and HelpShift case study, Use Case introduction, Explanation of terms (Pricing Semantics), Organizational Management for Pricing"
"The Art, Science & Business of Community",https://maven.com/mallory/building-communities,"Community, Growth",,,"Moderation vs curation, Designing for engagement, Monetization, Identity signaling as a growth tactic, What are we building?, Designing for outcomes, Member experience design, Rituals and habits, Setting success metrics, Pull it all together, Naming and positioning, Selecting your tools, Discovery >> sign up, Scoping your v1 vs. your v10, Defining your goals"
The Billion Person Focus Group® - Find the Truths Traditional Research Misses,https://maven.com/abi-awomosu/the-billion-person-focus-group,"AI, Design, Marketing, User Research","A1: Strategy & Feasibility (80%), A3: Eval & Iteration (30%), B1: Models & Selection (30%), D1: Communication & Influence (30%)","ChatGPT, Claude, Gemini, Perplexity","Between Sessions: Apply the Frameworks Submit by Feb 22, Two Modes of Thinking with AI: From Insight to Action, Map the Landscape — Perceptual Maps, Personas and Possibilities (35 mins), Listening with Integrity: Truth-Seeking in the Age of AI, Beyond MVP: Why ""Viable"" Isn't Enough, Test Your Hypotheses — Naming, Testing and Simulations  (30 mins), What's Next (5 mins), Working Session + Your Toolkit (40 mins), From Volume to Depth: The Data That Actually Matters, From Insight to Validation (20 mins), Discovering the Data Territories — Live Demo (45 mins), The AI Mirror: What AI Has Absorbed About Human Psychology, Assemble Your AI Advisory Council and Sparring Partners (50 mins), Briefing your AI Scouts — Deploying AI as Ethnographers (50 mins), The Four Eras of Market Research: From Ancient Oracles to AI"
The Breakout Leader: Cultivating the Courage for Bold Moves,https://maven.com/sarah-robb-o-hagan/the-breakout-leader,Leadership,C2 (80%),,"PDF of Lesson: Sustaining Yourself, PDF of Lesson: Getting Buy In, PDF of Lesson: Finding the Gap, PDF of Lesson: YOUR LEADERSHIP ADVANTAGE"
The Fractional CFO and Advisory Mastermind & Community,https://maven.com/seidman-financial/the-fractional-cfo-power-skills-program,Finance,,,"Introduction to the Mastermind, Positioning and Language for Fractional CFOs and FP&As, The Personal CFO/FP&A Expertise Inventory, Introduction to the Members, BONUS: Enroll in The FP&A Professional in Today's Environment, Positioning, Pricing, and Economics of a Fractional CFO and FP&A Advisor, Fractional CFOs, Full-Time CFOs, Interim CFOs, CFO Advisors, and Consultants, Establishing Credibility as a Trusted Partner and Financial Advisor, Stages of Small-to-Midsized Company Evolution"
"The Influential PM: Strategy, Stakeholders, Significance",https://maven.com/unabated-products/the-influential-pm,"Career Growth, Product Strategy","A1: Strategy & Feasibility (80%), A3: Eval & Iteration (80%), A2: PRD & Specs (30%)",,"Schedule 1-3 Interviews with Users or Prospects, Interview 1-3 users or prospects and draft a Customer Journey Map, Build One Leg of Your Product Metrics Ladder, Draft your product vision and 1 page strategy, Extend the Product Metrics Ladder, Plot your business model canvas, Tie Product Hypotheses to Buyer Economics, Write your Cafe Update, Pre-Course Survey"
The Product Storytelling Cohort,https://maven.com/productstorytelling/storytellingcohort,"GTM, Product Marketing, Storytelling",A1: Strategy & Feasibility (30%),Zapier,"Differentiated Value, Insight Foraging - Product, Reach, Why Contrast Is the Core of Product Storytelling, The Structure of Stories, Emotions as Chemicals, AI Powered Storytelling, Story Brand, Positioning, The Storytelling Sentence, Differentiation, Interview with Theresa (Head of PMM @ Quonto), The Mission, Authority, Cohort Exercise: Product Storytelling in the Wild"
The Ultimate Interview Course for Designers,https://maven.com/faang-careers/ultimate-interview-course,"Career Growth, Interviewing",,"ChatGPT, Claude, Figma, Gemini, Perplexity","Real answers that got offers, Communicating effectively with Recruiters, Introduction and General information, Crafting your “Tell me about yourself” using proven frameworks, CV Examples, Boosting Your LinkedIn Profile, Cover Letter to company X, CV to company X, Building Portfolio, Creating Case Study, Write and Practice Your Personal Pitch, Prepare your questions, Prepare your answers, Preparing for Cultural Fit Questions, Lecture from a CV Expert"
Thinking in Visual Metaphors,https://maven.com/milanicreative/visualthinking,Design,D1: Communication & Influence (80%),Figma,"Export a picture from Figma, Adding a Color Fill to an Imported Transparent Graphic, Figma Absolute Beginners Tutorial: Make a Bar Graph from Scratch, 3.1 - What to Capture in your Capture System, 6.3 - What to Iterate, Guest Workshop: Janis Ozolins on Creating Visual Metaphors for Others, 6.4 - Feedback and Circles of Experience, 5.1 - Your Creative Accent, 1.3 - Visual Metaphor Recipes, Frameworks, Grids, & More!, RESOURCE: Practice Drawing with Google Quick Draw, Orientation Video, OPTIONAL: Publishing Your Work, Recommended Visual Thinking Books, For LinkedIn, Update your Maven Profile"
Tiny Marketing Actions,https://maven.com/pamelaslim/tiny-marketing-actions,Marketing,,ChatGPT,"Select Your Tiny Marketing Actions, Establish the TMA Practice, Remove Barriers to Consistent Action, Review Results and Set Commitments, AI Coach and Recipes, Bonus Content: Using LinkedIn with Amber Naslund, Clarify Your Marketing Foundation"
UX & Design for Today's AI Functionality,https://maven.com/centercentre/uxai,"AI, Design, UX, User Research","A1: Strategy & Feasibility (80%), A3: Eval & Iteration (30%), D1: Communication & Influence (30%), A5 (30%)","ChatGPT, Cursor","Part 1: What Do People Mean by AI?, Session 1 Notes, Session 1 Resources, Session  2 Resources, Part 2: An Outcome-based Approach to AI Functionality, Session 2 Notes, Part 2: Embraceable change and AI-based functionality, Part 3: What Makes Your AI Functionality Valuable to Your Customers?, Session 3 Notes, Session 3 Resources, Part 3: Establishing UX outcomes for AI, Part 4: Extending UX Research for AI-based functionality, Part 4: Working with the Perception of AI, Part 5: Dealing with AI’s Unrealistic Expectations - the SOUR Framework, Part 5: Creating a UX vision to envision your AI functionality"
UX Design for Agentic AI,https://maven.com/hcaiinstitute/ux-design-for-agentic-ai,"AI, UX","A1: Strategy & Feasibility (80%), B3: Agents & RAG (30%), D1: Communication & Influence (30%), A5 (30%)","ChatGPT, Claude, Claude Code, Copilot, Cursor, Custom GPTs, DALL-E, Figma, Gemini, LangChain, LangGraph, Midjourney, Notion AI, Perplexity, Replit, Windsurf, Zapier, n8n","Assignment 00: Project Definition Document, Build a Course Companion Agent [Optional], The Human-AI Relationship Shift, The Agentic AI Landscape, How AI Systems Actually Work, Course Syllabus & Schedule, How Architecture Shapes Design, Assignment 01: The Agentic Shift Analysis [Example Submission], Designing for Delegation, Pre-Course Prep & Setup"
UX Strategy for Devising AI-Driven Products,https://maven.com/jaimelevy/uxstrategy,"AI, UX","A1: Strategy & Feasibility (80%), D1: Communication & Influence (30%)","Claude, Figma","Create Storyboards of Key Experiences, Three Real-World Problems, Problem Statements and Value Propositions, Conduct Competitive Research and Analysis, Create a Proto-Persona, Screener, & Interview Questions"
Unleashing Revenue Operations Impact,https://maven.com/revops-impact/revops,"Business, Revops",,,"Lecture 8 (On Demand Lecture), Lecture 10, Lecture 9, Lesson 3, Lesson 4, 5 ways to make the most of cohort-based courses and your learning community, Lesson 5 (On Demand Lecture), Setting yourself up for a successful course, Lecture 1, Lecture 6, Lecture 7, Navigating the course content on Maven, Lesson 2"
Unlock your app's growth and maximize revenues,https://maven.com/mathemarketing/growing-mobile-subscription-apps,Growth,"A3: Eval & Iteration (80%), A1: Strategy & Feasibility (30%)",,"Setting yourself up for a successful course, References, Templates, and Extra reading, Module 1: Explore the content, Navigating the course content on Maven, Draft a viral loop for your app, Calculate your cLTV (skip if you know it), Build you channel matrix, Analyze your app’s funnel and/or build your growth model, Analyze your data and explore breakdowns, 5 ways to make the most of cohort-based courses and your learning community, Intro"
User Interview Skills for Designers & PMs,https://maven.com/brazen-ux/user-interview-skills-designers-pms,User Research,,ChatGPT,"Deciding on next steps, Download: Research plan example & template, Project 1: Defining research questions & interview questions, Project 2: Interview experience reflection, Troubleshooting common issues, Research report example, Data collection strategies, Download: Notetaker & observer signup sheet template, Recruiting non-customers, Download: Interview guide example, Download: Interview setup checklist, Getting buy-in & making an impact, Reporting your insights, Download: Blob Tree interview activity, Getting participants to sign up & show up"
User-Centric Product-led Growth in the AI Era,https://maven.com/growthmates/user-centric-product-led-growth,Growth,"A1: Strategy & Feasibility (30%), D1: Communication & Influence (30%), A5 (30%)","Claude, Figma, Lovable","Office Hours with Shane Fontane (Grammarly), Articulate the Value to get Buy-In and Resources, Office Hours with Andrew Capland — Former 2x growth leader (Wistia, Postscript), Growth Flows from 30+ B2B and B2C Products, 6 steps of Holistic Activation with Quick Wins, Meaningful Shifts, and Big Bets, Habit-forming: Leading user through ""Desired Path"", User Research Methods to uncover Habit moments, 30+ Behavioural Principles Cards, 5-step Framework for Habit: Headspace example, User Research: Analysing First User Experience, 3 valuable Growth Teams rituals, Growth Surveys Pack, Data: Key metrics for Activation as a Path to Core value, 3 key Growth Flows: Activation, Habit-forming, Upgrades, Getting Started Guide"
Vibe Code Production-Ready Side Projects,https://maven.com/tech-for-product/vibe-code-your-next-side-project,"AI, Prototyping","A4: Shipping & Lifecycle (80%), A2: PRD & Specs (30%), B3: Agents & RAG (30%), A5 (80%)","Claude, Claude Code, Replit","Template Security + Pen Test, Optional: Understanding technical jargon, Build your prototype, Set up your server & database, Build an AI feature, Productionize your app, Final project submission, Building a basic AI feature, Demo: Building a Client App, Phase 1: Core Task Management, Phase 2: Projects & Organization, Phase 3: Enhanced Features, Discounts, Optional: Picking good ideas, Demo: Using the SaaS template"
Vibe Coding For Designers ,https://maven.com/productlearnio/aiproductdesignmasterycohort,"AI, UX","A1: Strategy & Feasibility (30%), B2: System Architecture (30%), D1: Communication & Influence (30%), A5 (80%)",Cursor,"The Cursor foundation, Implementing animations, Prototyping Apps with Google AI Studio, Launch and publish your app, Setup and file organization technique, Cohort Code of Conduct, Working with design systems"
World-class Product Sense in Practice,https://maven.com/shreyas-doshi/product-sense,"Product Strategy, Strategy",A1: Strategy & Feasibility (80%),"ChatGPT, Claude, Gemini, Perplexity","Product Sense Club Application (Completely Optional), Resources Shreyas shared in Slack, 3 ways to make the most of cohort-based courses and your learning community, Navigating the course content on Maven, Extra Learning: Bonus resources [all private], Class 2 Select Slides, Handy Links During the Course Week, Select Slides, Setting yourself up for a successful course, Most Common Questions & Answers, Additional bonus resources and links, Access The Sheet (with links to pre-reads), Interviewing for Product Sense - Videos to Watch, Links mentioned during clas, Class 1 Select slides"
World-class Product Strategy for Founders & Executives,https://maven.com/shreyas-doshi/product-strategy-with-shreyas,Product Strategy,A1: Strategy & Feasibility (30%),,"Bonus resources, Links for the pre-reads, Class 2 - Select Slides, Getting Ready for Class 1 on Saturday, Class 1 - Select Slides, Setting yourself up for a successful course, Make the most of cohort-based courses and your learning community, Navigating the course content on Maven"
eCommerce 201,https://maven.com/jamie-a-lee/ecom,Ecommerce,,,"ASYNCHRONOUS: Added Content - GTM, Digital Marketing, Product Management, Crash Course: Map hiring & resourcing needs to priorities, BREAKOUT ROOM 2 - Digital Marketing Tradeoffs, ROI, & Measurement, Pre-Work: Build Your High-Impact Growth Levers 'Pitch', Pull it into a 3-phase 2024 roadmap, Navigating the course content on Maven, Build out an effective post-mortem that captures wins, learnings, and resources, Pitch your Plan to the cohort for real-time feedback to your capstone project, BREAKOUT ROOM 1 - Go-To-Market (GTM) Prioritization & Contingency Planning, Immersive Orientation: 15+ key levers across GTM, marketing, product management, 5 ways to make the most of cohort-based courses and your learning community, Go beyond OKRS & KPIs with an OGSM framework, Setting yourself up for a successful course, Writing an Effective 1 Pager that Wins C-Suite Approval, Overview: Frameworks & Op Models for GTM, Marketing, Product Management"
